Light,Temperature,Humidity,Result
47.00,         40.00,         45.00,         4.00
43.00,         37.00,         32.00,         4.00
38.00,         41.00,         55.00,         3.00
36.00,         38.00,         58.00,         2.00
49.00,         33.00,         37.00,         3.00
37.00,         35.00,         24.00,         4.00
35.00,         41.00,         23.00,         3.00
37.00,         37.00,         33.00,         4.00
48.00,         35.00,         25.00,         4.00
48.00,         40.00,         34.00,         4.00
38.00,         41.00,         22.00,         4.00
34.00,         37.00,         34.00,         3.00
42.00,         39.00,         24.00,         4.00
38.00,         38.00,         58.00,         3.00
42.00,         39.00,         34.00,         4.00
38.00,         34.00,         44.00,         3.00
34.00,         42.00,         56.00,         2.00
40.00,         43.00,         27.00,         4.00
43.00,         34.00,         25.00,         3.00
39.00,         42.00,         35.00,         4.00
34.00,         35.00,         20.00,         2.00
36.00,         36.00,         28.00,         3.00
35.00,         41.00,         25.00,         3.00
47.00,         40.00,         37.00,         4.00
44.00,         37.00,         29.00,         4.00
41.00,         36.00,         54.00,         4.00
48.00,         44.00,         39.00,         4.00
46.00,         35.00,         52.00,         4.00
38.00,         38.00,         24.00,         4.00
35.00,         40.00,         23.00,         3.00
37.00,         44.00,         22.00,         4.00
43.00,         43.00,         54.00,         4.00
37.00,         39.00,         24.00,         4.00
39.00,         35.00,         23.00,         4.00
43.00,         34.00,         40.00,         3.00
47.00,         42.00,         28.00,         4.00
39.00,         36.00,         55.00,         3.00
42.00,         40.00,         34.00,         4.00
37.00,         42.00,         32.00,         4.00
44.00,         44.00,         58.00,         3.00
48.00,         34.00,         53.00,         3.00
36.00,         39.00,         47.00,         3.00
37.00,         41.00,         34.00,         4.00
39.00,         36.00,         23.00,         4.00
36.00,         33.00,         54.00,         2.00
44.00,         44.00,         21.00,         4.00
49.00,         33.00,         25.00,         3.00
48.00,         36.00,         25.00,         4.00
39.00,         44.00,         58.00,         3.00
41.00,         40.00,         50.00,         4.00
35.00,         44.00,         59.00,         2.00
34.00,         44.00,         58.00,         2.00
39.00,         35.00,         39.00,         4.00
46.00,         42.00,         54.00,         4.00
42.00,         33.00,         28.00,         3.00
49.00,         40.00,         28.00,         4.00
47.00,         33.00,         27.00,         3.00
39.00,         44.00,         45.00,         4.00
35.00,         39.00,         22.00,         3.00
38.00,         41.00,         40.00,         4.00
37.00,         35.00,         39.00,         4.00
48.00,         39.00,         27.00,         4.00
37.00,         35.00,         55.00,         3.00
38.00,         40.00,         57.00,         3.00
45.00,         33.00,         58.00,         3.00
39.00,         39.00,         50.00,         4.00
38.00,         33.00,         47.00,         3.00
36.00,         41.00,         21.00,         3.00
44.00,         40.00,         22.00,         4.00
36.00,         44.00,         29.00,         4.00
37.00,         36.00,         45.00,         4.00
39.00,         41.00,         40.00,         4.00
42.00,         41.00,         27.00,         4.00
39.00,         41.00,         22.00,         4.00
43.00,         43.00,         36.00,         4.00
37.00,         40.00,         44.00,         4.00
35.00,         40.00,         20.00,         3.00
48.00,         44.00,         46.00,         4.00
38.00,         35.00,         49.00,         4.00
46.00,         35.00,         52.00,         4.00
34.00,         42.00,         59.00,         2.00
47.00,         42.00,         43.00,         4.00
34.00,         40.00,         29.00,         3.00
39.00,         42.00,         59.00,         3.00
37.00,         34.00,         59.00,         3.00
43.00,         40.00,         20.00,         4.00
43.00,         38.00,         25.00,         4.00
49.00,         39.00,         42.00,         4.00
38.00,         44.00,         44.00,         4.00
45.00,         39.00,         20.00,         4.00
45.00,         41.00,         26.00,         4.00
34.00,         44.00,         58.00,         2.00
46.00,         43.00,         33.00,         4.00
38.00,         37.00,         49.00,         4.00
42.00,         38.00,         43.00,         4.00
45.00,         34.00,         39.00,         3.00
42.00,         41.00,         49.00,         4.00
40.00,         44.00,         50.00,         4.00
40.00,         38.00,         43.00,         4.00
48.00,         42.00,         50.00,         4.00
42.00,         33.00,         50.00,         3.00
43.00,         44.00,         36.00,         4.00
41.00,         35.00,         58.00,         3.00
45.00,         41.00,         22.00,         4.00
38.00,         37.00,         21.00,         4.00
48.00,         44.00,         57.00,         3.00
45.00,         35.00,         48.00,         4.00
48.00,         41.00,         27.00,         4.00
45.00,         37.00,         32.00,         4.00
38.00,         43.00,         49.00,         4.00
42.00,         44.00,         45.00,         4.00
48.00,         36.00,         55.00,         3.00
45.00,         40.00,         59.00,         3.00
35.00,         34.00,         57.00,         2.00
34.00,         42.00,         49.00,         3.00
43.00,         42.00,         28.00,         4.00
42.00,         41.00,         32.00,         4.00
48.00,         37.00,         27.00,         4.00
45.00,         43.00,         58.00,         3.00
44.00,         37.00,         46.00,         4.00
44.00,         33.00,         48.00,         3.00
39.00,         33.00,         31.00,         3.00
48.00,         35.00,         32.00,         4.00
41.00,         42.00,         42.00,         4.00
39.00,         38.00,         26.00,         4.00
45.00,         43.00,         56.00,         3.00
46.00,         44.00,         52.00,         4.00
44.00,         40.00,         52.00,         4.00
34.00,         42.00,         28.00,         3.00
35.00,         41.00,         53.00,         3.00
38.00,         44.00,         57.00,         3.00
36.00,         35.00,         29.00,         4.00
44.00,         34.00,         23.00,         3.00
46.00,         44.00,         43.00,         4.00
40.00,         37.00,         31.00,         4.00
43.00,         41.00,         27.00,         4.00
43.00,         39.00,         21.00,         4.00
47.00,         43.00,         22.00,         4.00
40.00,         43.00,         59.00,         3.00
38.00,         41.00,         55.00,         3.00
38.00,         44.00,         30.00,         4.00
47.00,         37.00,         40.00,         4.00
36.00,         35.00,         51.00,         4.00
36.00,         40.00,         44.00,         3.00
49.00,         38.00,         38.00,         4.00
46.00,         34.00,         33.00,         3.00
34.00,         41.00,         56.00,         2.00
